,loss,reconstruction_loss,vqvae_loss,style_loss
0,2.736161231994629,0.9988135695457458,0.008367807604372501,1.3831837177276611
1,2.744702100753784,1.0020098686218262,0.021761398762464523,1.3767445087432861
2,2.7552852630615234,1.0011368989944458,0.03887464478611946,1.3722195625305176
3,2.751401901245117,0.9978097081184387,0.04184627905488014,1.3693963289260864
4,2.749250650405884,1.0036041736602783,0.03793015703558922,1.366173267364502
5,2.7513699531555176,0.9967779517173767,0.048438966274261475,1.3649218082427979
6,2.772041082382202,1.0008026361465454,0.06670312583446503,1.3636279106140137
7,2.7701869010925293,0.9964651465415955,0.07172533869743347,1.361596703529358
8,2.776150703430176,1.0019100904464722,0.07593543827533722,1.358643889427185
9,2.7519798278808594,1.0008002519607544,0.06507475674152374,1.3488836288452148
10,2.741248846054077,0.9980274438858032,0.06680567562580109,1.341132402420044
11,2.733682870864868,1.002051830291748,0.06092362850904465,1.33656644821167
12,2.726954698562622,1.0043519735336304,0.058166127651929855,1.3315494060516357
13,2.7167062759399414,1.0022534132003784,0.05465409904718399,1.3278392553329468
14,2.703806161880493,1.0006815195083618,0.05043136700987816,1.3221546411514282
15,2.703909158706665,1.0029330253601074,0.05271567404270172,1.318608283996582
16,2.695256471633911,0.9983155727386475,0.05187954381108284,1.3160489797592163
17,2.6902830600738525,0.9988225102424622,0.04866180941462517,1.3142387866973877
18,2.6916561126708984,0.9986952543258667,0.048931244760751724,1.3152235746383667
19,2.691516399383545,1.0016703605651855,0.04910885915160179,1.3125892877578735
20,2.691193103790283,1.0008314847946167,0.05254146456718445,1.3102567195892334
21,2.695347547531128,1.0017926692962646,0.055841077119112015,1.310171365737915
22,2.6930012702941895,1.0014451742172241,0.05677971616387367,1.307821273803711
23,2.6967928409576416,0.9978135824203491,0.0598231703042984,1.3113253116607666
24,2.6940011978149414,1.000380277633667,0.05990827828645706,1.3069700002670288
25,2.6977996826171875,1.0019891262054443,0.06304596364498138,1.3062114715576172
26,2.6974072456359863,0.9974178671836853,0.06453198939561844,1.308366060256958
27,2.695225477218628,0.9987664818763733,0.06376353651285172,1.3061563968658447
28,2.6980152130126953,1.0039706230163574,0.06448715925216675,1.3036463260650635
29,2.6960113048553467,1.0041536092758179,0.06344035267829895,1.302734613418579
30,2.689446210861206,0.99824458360672,0.06408673524856567,1.3016921281814575
31,2.6872494220733643,0.9979122877120972,0.0643729567527771,1.2999712228775024
32,2.690755605697632,0.999443531036377,0.06640337407588959,1.299926519393921
33,2.6902568340301514,1.000239372253418,0.06520159542560577,1.299852728843689
34,2.69157075881958,1.0044862031936646,0.06374088674783707,1.2986743450164795
